id,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
SP6455,1,57,Yes,5,0,29.0
SP4548,1,52,No,4,5,26.0
SP7143,1,70,No,9,9,45.0
SP8385,4,48,No,5,1,30.0
SP7753,5,65,No,8,9,54.0
SP713,9,73,No,7,0,71.0
SP3023,6,85,No,8,4,74.0
SP709,3,78,Yes,5,8,57.0
SP8635,4,46,No,8,5,30.0
SP931,9,49,No,8,7,47.0
SP8222,3,96,Yes,7,4,75.0
SP1981,3,93,Yes,6,2,74.0
SP1260,4,92,Yes,4,0,74.0
SP7834,2,54,Yes,9,5,33.0
SP7811,7,64,Yes,6,7,59.0
SP1232,6,77,Yes,8,0,66.0
SP5346,9,43,No,7,4,40.0
SP7362,6,43,No,8,9,30.0
SP4571,9,76,No,5,9,71.0
SP5884,1,63,No,6,0,36.0
SP4041,5,49,No,5,5,33.0
SP8971,4,58,No,4,9,38.0
SP1348,5,62,Yes,5,6,51.0
SP4375,8,53,No,8,4,49.0
SP8058,3,55,Yes,5,8,35.0
SP8096,8,76,No,5,8,70.0
SP1049,5,65,No,9,6,53.0
SP7813,9,95,No,6,0,90.0
SP2908,2,92,No,4,1,69.0
SP1186,4,84,No,5,3,65.0
SP6305,1,85,No,4,6,60.0
SP4074,9,65,Yes,7,6,60.0
SP6335,7,94,Yes,6,6,88.0
SP2651,5,64,No,6,5,49.0
SP876,5,40,No,4,5,26.0
SP3875,3,69,Yes,5,9,49.0
SP4444,1,46,Yes,5,5,19.0
SP6055,9,78,Yes,6,0,73.0
SP2414,4,56,Yes,9,9,40.0
SP5948,5,53,No,7,2,42.0
SP1315,3,52,No,5,7,32.0
SP9104,3,65,No,7,8,47.0
SP838,1,74,Yes,6,5,49.0
SP5223,3,51,Yes,4,0,29.0
SP7856,6,99,No,4,7,91.0
SP1173,9,40,No,4,0,34.0
SP111,5,53,No,5,8,37.0
SP6908,2,87,No,5,4,68.0
SP3025,9,62,Yes,5,6,59.0
SP9112,4,40,Yes,7,9,24.0
SP2233,2,69,Yes,9,1,46.0
SP6421,7,47,No,8,1,40.0
SP2572,1,88,Yes,7,4,65.0
SP5924,2,60,Yes,5,9,43.0
SP1651,4,95,No,8,8,79.0
SP6388,1,75,No,6,0,50.0
SP1263,3,66,No,6,2,50.0
SP2488,7,65,Yes,8,2,56.0
SP5021,5,53,No,9,2,43.0
SP831,6,51,No,6,4,40.0
SP7365,4,77,No,4,5,54.0
SP7225,4,47,Yes,9,7,31.0
SP4437,5,61,No,7,0,47.0
SP9723,5,67,No,6,6,51.0
SP4176,4,80,No,7,8,64.0
SP1663,2,43,Yes,6,8,21.0
SP2804,3,78,No,9,3,60.0
SP2345,4,91,No,4,9,74.0
SP2109,5,54,Yes,8,8,43.0
SP3992,7,93,No,9,0,83.0
SP7855,5,80,Yes,4,4,65.0
SP1230,4,82,No,6,6,66.0
SP6538,7,54,No,4,6,41.0
SP2071,7,77,Yes,6,9,69.0
SP1842,6,91,Yes,4,9,80.0
SP262,7,58,No,6,1,49.0
SP954,4,72,Yes,5,7,56.0
SP3214,5,75,No,8,5,61.0
SP7828,8,99,No,9,3,97.0
SP142,5,48,Yes,5,3,31.0
SP8289,1,80,No,5,2,53.0
SP1441,2,89,Yes,4,3,61.0
SP1778,2,78,Yes,8,2,58.0
SP5440,8,49,Yes,5,6,45.0
SP3372,4,57,No,6,1,40.0
SP1609,8,74,Yes,8,1,67.0
SP1500,3,97,Yes,7,1,74.0
SP8663,4,68,No,8,8,52.0
SP1489,9,65,Yes,9,9,68.0
SP1100,8,40,Yes,7,7,31.0
SP2661,1,58,No,5,2,33.0
SP5317,1,95,No,8,8,69.0
SP1518,2,57,No,5,5,35.0
SP8559,2,85,Yes,9,1,61.0
SP328,2,69,No,8,3,49.0
SP8634,1,60,Yes,8,2,31.0
SP9617,6,66,Yes,8,8,56.0
SP585,2,64,No,4,0,40.0
SP6015,5,97,Yes,7,4,83.0
SP4105,3,40,Yes,5,4,19.0
SP9608,3,65,No,4,4,42.0
SP4436,7,41,No,6,5,31.0
SP9823,9,75,No,7,4,71.0
SP6266,1,96,No,8,6,74.0
SP6056,2,81,Yes,4,3,58.0
SP9151,4,91,No,6,0,74.0
SP35,8,67,No,6,3,58.0
SP3801,7,44,No,4,8,33.0
SP3232,5,87,No,9,7,73.0
SP5027,6,92,Yes,9,0,80.0
SP3854,4,86,Yes,7,2,70.0
SP6926,2,95,No,5,5,73.0
SP5166,5,99,Yes,6,0,82.0
SP8313,6,85,No,8,7,79.0
SP3735,3,81,Yes,5,7,62.0
SP5929,8,53,No,5,1,49.0
SP4446,7,81,Yes,9,6,75.0
SP9592,7,88,Yes,8,0,78.0
SP7814,2,45,No,4,4,18.0
SP2340,6,98,No,4,4,84.0
SP81,8,86,Yes,7,4,82.0
SP373,7,91,No,5,1,82.0
SP98,3,86,No,6,4,63.0
SP5035,4,93,Yes,5,3,79.0
SP2764,7,73,Yes,5,6,63.0
SP6848,1,97,Yes,8,7,74.0
SP2944,9,52,Yes,9,2,55.0
SP868,7,59,No,6,3,51.0
SP2771,8,70,No,9,7,65.0
SP9881,9,96,No,7,8,94.0
SP9729,7,45,Yes,6,5,34.0
SP1873,1,52,No,8,8,25.0
SP7027,9,59,No,7,3,51.0
SP5426,8,61,No,7,2,53.0
SP4788,8,68,No,8,7,67.0
SP5065,5,53,No,7,9,38.0
SP9630,9,59,No,8,1,57.0
SP1803,3,41,No,4,1,18.0
SP6849,3,94,No,4,7,76.0
SP4058,7,70,Yes,9,6,65.0
SP6222,3,85,Yes,7,8,66.0
SP4035,5,70,No,8,6,57.0
SP6709,8,87,No,5,5,79.0
SP5933,6,89,Yes,9,9,80.0
SP1138,4,40,Yes,6,6,20.0
SP746,8,56,No,4,5,48.0
SP8871,7,65,No,6,7,53.0
SP1839,6,59,No,8,5,49.0
SP8896,9,70,Yes,8,2,69.0
SP5837,3,52,Yes,4,9,30.0
SP659,9,55,Yes,6,3,55.0
SP4904,3,66,Yes,8,0,50.0
SP5518,2,79,No,8,9,55.0
SP1360,1,64,Yes,6,3,39.0
SP3313,9,84,No,8,5,82.0
SP779,4,77,Yes,8,8,61.0
SP5504,1,62,No,8,9,37.0
SP3583,6,55,Yes,9,1,44.0
SP6897,3,67,No,7,8,47.0
SP6396,5,59,No,6,6,41.0
SP9121,7,70,No,7,1,59.0
SP2328,3,59,No,4,2,34.0
SP7849,6,42,No,4,9,30.0
SP1016,4,80,Yes,9,8,66.0
SP1264,8,84,No,5,6,75.0
SP171,5,41,No,5,0,25.0
SP4067,1,62,No,5,6,36.0
SP973,4,81,No,4,6,56.0
SP5604,3,55,No,9,0,34.0
SP6594,6,70,No,6,6,58.0
SP9100,7,60,Yes,5,5,51.0
SP3680,7,79,Yes,5,9,71.0
SP168,4,72,No,5,3,56.0
SP7860,7,90,Yes,6,0,81.0
SP665,6,56,No,9,7,50.0
SP9584,9,48,No,6,7,42.0
SP2985,2,68,Yes,5,3,44.0
SP5625,4,41,Yes,8,7,23.0
SP6117,5,44,No,5,5,29.0
SP4021,8,59,Yes,6,7,52.0
SP1483,9,67,Yes,7,4,65.0
SP5267,6,97,No,5,3,83.0
SP6225,5,57,No,9,1,45.0
SP6490,6,59,No,9,5,47.0
SP8356,8,97,Yes,9,0,90.0
SP2846,9,44,No,4,0,41.0
SP614,2,83,Yes,4,5,60.0
SP6715,7,67,No,5,5,60.0
SP9322,2,66,No,6,6,44.0
SP704,4,66,No,4,5,49.0
SP8887,4,64,Yes,7,2,48.0
SP5812,8,57,No,8,5,52.0
SP3777,8,52,No,4,1,42.0
SP3130,2,90,No,4,2,66.0
SP6564,7,66,No,6,7,57.0
SP2601,9,40,Yes,9,5,40.0
SP2847,8,89,Yes,6,0,83.0
SP3422,7,75,No,7,1,66.0
SP9072,2,67,No,9,6,41.0
SP9636,4,44,Yes,5,0,19.0
SP3913,3,60,No,7,7,42.0
SP9895,2,86,No,7,4,62.0
SP7314,2,44,Yes,8,8,26.0
SP9672,9,43,Yes,6,6,40.0
SP6973,2,86,No,8,6,69.0
SP7038,5,51,Yes,4,2,37.0
SP604,3,49,No,4,1,34.0
SP6556,6,70,Yes,5,2,56.0
SP2607,6,99,Yes,6,4,89.0
SP3045,4,96,Yes,4,1,80.0
SP5412,5,77,Yes,6,9,64.0
SP1364,8,75,No,9,5,74.0
SP2218,7,90,Yes,7,2,85.0
SP7122,5,98,Yes,6,2,84.0
SP9254,4,66,No,6,7,50.0
SP4313,8,49,No,9,1,41.0
SP7652,3,57,Yes,7,4,35.0
SP3607,9,79,No,8,4,75.0
SP4967,4,80,Yes,9,1,62.0
SP3249,8,62,No,4,3,55.0
SP5125,3,46,Yes,5,0,23.0
SP944,5,80,Yes,5,6,66.0
SP8250,8,48,No,9,4,40.0
SP4781,5,88,No,4,6,71.0
SP6352,4,40,No,6,2,18.0
SP6915,1,50,Yes,4,1,19.0
SP1478,2,48,Yes,8,3,23.0
SP5905,3,44,Yes,6,6,26.0
SP8188,4,97,No,5,9,82.0
SP9830,3,67,Yes,5,9,49.0
SP1039,2,46,No,4,0,18.0
SP5277,3,41,No,7,7,18.0
SP7945,5,70,Yes,5,3,58.0
SP8368,4,63,No,9,9,50.0
SP3342,4,62,No,8,6,44.0
SP5899,2,95,No,9,4,77.0
SP9829,6,95,No,9,4,86.0
SP9234,9,99,No,8,7,95.0
SP5073,6,41,No,9,3,29.0
SP7443,8,71,No,6,3,64.0
SP3524,6,47,Yes,4,4,33.0
SP491,5,74,Yes,4,2,59.0
SP8850,7,65,No,5,7,55.0
SP7257,7,60,No,5,8,49.0
SP8818,4,97,No,4,3,77.0
SP8785,9,66,No,9,5,65.0
SP130,7,49,Yes,6,4,37.0
SP5181,1,96,No,9,5,74.0
SP2714,7,92,No,5,8,84.0
SP7779,7,47,No,9,8,40.0
SP2059,1,46,No,5,5,21.0
SP5777,6,47,Yes,6,4,32.0
SP8612,8,94,No,7,4,90.0
SP1226,6,89,No,8,4,82.0
SP6881,3,49,Yes,4,0,30.0
SP8982,7,47,No,6,9,38.0
SP4623,4,76,Yes,8,5,60.0
SP6681,5,91,Yes,7,5,76.0
SP2424,9,69,Yes,4,4,64.0
SP1819,5,70,No,5,3,57.0
SP2428,7,89,Yes,9,0,81.0
SP3977,4,94,No,5,1,75.0
SP4244,8,91,No,8,4,88.0
SP3561,5,82,Yes,9,9,71.0
SP1815,6,77,Yes,4,2,66.0
SP7334,9,61,No,6,0,56.0
SP7760,5,87,Yes,5,1,71.0
SP3013,6,74,No,6,6,59.0
SP1718,7,96,Yes,8,2,86.0
SP8772,2,61,Yes,5,3,38.0
SP7389,6,73,Yes,6,0,59.0
SP4573,5,93,Yes,4,6,78.0
SP8115,6,56,No,4,9,45.0
SP4246,2,51,No,9,5,31.0
SP4501,8,50,No,9,2,43.0
SP175,7,74,Yes,6,7,68.0
SP6569,6,68,Yes,8,7,54.0
SP9030,8,66,No,8,9,63.0
SP6446,7,67,Yes,8,7,60.0
SP3581,5,66,Yes,5,4,51.0
SP1830,8,75,Yes,4,1,70.0
SP436,2,54,No,5,8,31.0
SP2532,1,44,No,9,1,16.0
SP7237,4,63,No,9,3,45.0
SP292,8,85,Yes,4,7,80.0
SP6978,8,63,No,6,6,55.0
SP1621,6,53,No,9,9,46.0
SP9219,7,50,No,6,8,43.0
SP4019,3,73,Yes,6,3,53.0
SP9311,1,64,No,4,4,40.0
SP6616,5,85,Yes,5,4,69.0
SP422,8,56,Yes,5,8,54.0
SP9269,5,97,No,9,4,81.0
SP9462,3,57,Yes,7,2,39.0
SP6365,5,55,Yes,9,1,39.0
SP4508,7,91,No,5,2,82.0
SP6664,1,52,No,8,7,25.0
SP7266,2,66,Yes,6,3,41.0
SP5063,9,76,No,4,3,71.0
SP79,6,97,Yes,9,2,90.0
SP3826,4,41,Yes,7,3,25.0
SP7686,7,81,Yes,9,4,74.0
SP609,6,93,Yes,5,7,83.0
SP7239,3,98,No,6,5,78.0
SP6644,5,55,Yes,4,5,39.0
SP21,9,94,No,9,5,89.0
SP682,2,84,Yes,9,1,63.0
SP7160,6,44,Yes,6,8,34.0
SP2354,9,57,Yes,8,1,52.0
SP8127,1,85,Yes,5,2,58.0
SP6062,2,63,Yes,5,8,36.0
SP5636,9,55,No,8,8,54.0
SP8190,1,98,No,9,0,72.0
SP9173,1,77,No,6,9,52.0
SP5117,3,45,No,9,9,30.0
SP8789,7,99,Yes,8,8,95.0
SP6051,5,66,No,6,4,53.0
SP5782,1,47,No,5,5,21.0
SP1015,2,94,Yes,8,9,75.0
SP5077,1,59,Yes,8,3,32.0
SP3740,1,51,No,8,3,23.0
SP8673,7,44,No,7,1,37.0
SP9416,3,99,No,5,1,79.0
SP8607,3,40,No,7,6,21.0
SP3958,7,50,Yes,4,1,39.0
SP1077,6,65,Yes,6,5,53.0
SP7928,3,63,Yes,9,9,47.0
SP4133,2,45,Yes,4,5,22.0
SP5480,1,76,Yes,4,2,49.0
SP8150,9,73,Yes,5,0,67.0
SP7051,4,75,Yes,6,9,60.0
SP9055,8,67,No,4,1,61.0
SP8039,1,46,No,7,2,20.0
SP6611,6,97,No,7,5,90.0
SP6997,2,45,Yes,5,0,23.0
SP5702,2,78,No,9,1,58.0
SP7768,4,50,Yes,4,9,35.0
SP4247,1,40,No,4,3,15.0
SP7425,1,69,Yes,7,1,48.0
SP6871,1,64,Yes,6,3,41.0
SP5657,6,59,No,8,5,48.0
SP5902,5,56,No,5,8,41.0
SP2235,6,90,Yes,9,8,81.0
SP3190,8,83,Yes,4,0,73.0
SP848,1,52,No,9,1,25.0
SP5490,8,97,Yes,6,1,92.0
SP3052,4,48,Yes,4,3,30.0
SP5060,7,62,Yes,9,2,55.0
SP2493,9,67,Yes,9,7,68.0
SP8960,8,65,Yes,8,4,60.0
SP2213,1,56,No,4,5,33.0
SP5297,5,89,Yes,7,7,75.0
SP4007,7,87,No,7,8,76.0
SP4418,6,77,Yes,7,0,64.0
SP470,3,87,Yes,7,1,66.0
SP5102,3,87,No,9,1,67.0
SP5960,3,74,No,9,5,58.0
SP9231,9,98,No,6,7,96.0
SP3719,8,56,Yes,6,3,50.0
SP2943,5,44,Yes,7,5,33.0
SP5681,1,45,Yes,4,0,20.0
SP8803,2,80,No,8,8,58.0
SP1699,4,65,Yes,8,6,47.0
SP4083,5,94,Yes,8,9,78.0
SP3917,3,93,Yes,9,5,75.0
SP2072,6,71,No,5,7,59.0
SP7630,7,97,No,9,5,90.0
SP7252,4,99,Yes,7,7,80.0
SP3564,4,78,No,7,5,59.0
SP2955,6,65,No,8,9,54.0
SP6095,3,63,No,8,6,44.0
SP5938,9,83,Yes,5,7,80.0
SP2058,5,84,No,9,2,70.0
SP3455,3,82,Yes,5,9,63.0
SP1600,8,96,Yes,6,1,90.0
SP467,6,96,Yes,4,7,85.0
SP4588,2,92,No,7,0,69.0
SP5362,9,89,Yes,9,9,89.0
SP4997,9,53,No,9,7,56.0
SP3638,9,41,Yes,9,2,41.0
SP7750,7,89,No,4,9,78.0
SP1933,1,69,Yes,5,1,42.0
SP3279,9,86,Yes,8,8,82.0
SP2081,1,78,No,9,7,53.0
SP1026,6,93,Yes,9,6,86.0
SP1252,3,40,Yes,7,3,18.0
SP4173,8,42,Yes,7,8,38.0
SP90,4,49,Yes,7,6,34.0
SP1047,2,69,No,5,4,45.0
SP4199,9,93,Yes,7,9,93.0
SP3201,3,98,Yes,4,3,81.0
SP4264,8,85,Yes,7,6,79.0
SP8732,7,65,Yes,8,7,59.0
SP1445,4,71,No,6,5,57.0
SP2726,9,80,No,7,3,81.0
SP7262,8,56,No,7,4,52.0
SP251,2,46,Yes,4,8,20.0
SP3223,8,64,No,6,1,56.0
SP3051,7,41,Yes,6,8,35.0
SP3005,3,79,Yes,6,3,62.0
SP223,8,90,Yes,7,2,84.0
SP1598,5,74,Yes,7,1,57.0
SP3178,1,52,Yes,8,7,27.0
SP5453,4,49,No,4,8,31.0
SP9732,4,72,Yes,5,3,56.0
SP788,1,62,No,5,0,33.0
SP9448,2,66,No,6,3,42.0
SP3515,5,81,Yes,5,1,66.0
SP6494,1,48,No,4,0,21.0
SP7929,9,75,Yes,4,7,73.0
SP1270,4,72,No,8,4,52.0
SP405,3,88,Yes,8,6,72.0
SP805,6,74,Yes,8,3,61.0
SP334,9,65,No,5,1,62.0
SP409,5,86,No,8,8,72.0
SP6424,5,93,No,5,9,77.0
SP9061,7,47,Yes,4,7,39.0
SP304,4,52,No,5,5,31.0
SP3064,3,99,Yes,7,8,77.0
SP1351,5,84,No,8,0,70.0
SP4999,9,56,Yes,9,7,55.0
SP2740,6,62,No,5,9,49.0
SP843,8,91,Yes,4,1,86.0
SP4417,6,84,No,6,6,75.0
SP4757,5,89,No,5,7,74.0
SP5070,2,83,Yes,9,7,64.0
SP9129,4,89,No,7,4,75.0
SP542,8,41,No,9,3,34.0
SP3792,3,61,Yes,9,6,45.0
SP694,7,80,Yes,9,9,74.0
SP7124,2,67,Yes,7,2,47.0
SP3354,5,46,Yes,7,2,32.0
SP1101,1,99,Yes,4,6,73.0
SP8413,8,52,No,9,0,45.0
SP9270,3,45,No,6,7,23.0
SP7518,9,94,Yes,8,5,93.0
SP3576,9,48,Yes,6,0,41.0
SP2942,5,60,Yes,5,9,48.0
SP6141,8,56,No,7,8,49.0
SP6231,8,76,No,8,8,70.0
SP8768,5,88,Yes,9,9,76.0
SP4396,3,51,Yes,6,3,30.0
SP2884,3,62,No,5,1,43.0
SP2344,7,80,No,5,0,70.0
SP7617,6,48,Yes,4,0,36.0
SP3736,7,64,Yes,9,0,56.0
SP9523,7,61,Yes,6,8,54.0
SP357,1,49,No,7,3,24.0
SP6400,5,52,Yes,6,5,36.0
SP7148,7,88,No,7,9,82.0
SP7611,5,75,No,7,6,61.0
SP5304,8,92,No,6,0,90.0
SP7020,6,65,Yes,6,1,54.0
SP707,3,56,Yes,8,7,38.0
SP2786,3,43,Yes,6,1,19.0
SP7157,1,73,No,6,0,46.0
SP5555,5,69,No,8,1,57.0
SP4914,7,41,Yes,7,7,34.0
SP4987,7,80,No,8,3,74.0
SP5156,4,76,No,9,1,59.0
SP5464,7,63,Yes,7,8,57.0
SP5962,7,77,No,8,8,70.0
SP9668,9,52,No,9,0,49.0
SP4210,4,41,No,7,4,24.0
SP5302,1,60,No,8,3,34.0
SP933,7,86,Yes,5,5,76.0
SP616,8,56,Yes,7,3,52.0
SP2171,1,96,No,7,9,72.0
SP2858,3,68,No,9,0,45.0
SP1307,6,82,Yes,4,1,69.0
SP150,4,65,No,5,9,49.0
SP7742,8,64,Yes,7,6,62.0
SP3001,1,99,Yes,9,3,76.0
SP5879,9,83,No,9,7,83.0
SP2334,5,82,No,8,9,67.0
SP489,5,60,No,7,3,44.0
SP8029,7,74,No,9,6,71.0
SP6429,6,60,No,5,8,51.0
SP2967,4,96,Yes,7,9,79.0
SP5509,3,47,No,9,2,28.0
SP340,3,79,Yes,9,5,61.0
SP2683,9,77,Yes,9,8,76.0
SP4393,3,61,Yes,8,6,42.0
SP5788,6,42,No,9,5,29.0
SP9283,9,84,Yes,6,1,83.0
SP2003,1,63,No,9,1,36.0
SP2244,8,76,Yes,9,2,66.0
SP8053,7,56,No,6,0,48.0
SP6854,2,70,Yes,8,5,49.0
SP8945,7,42,No,7,3,37.0
SP186,3,49,No,9,5,32.0
SP7542,3,48,No,9,8,35.0
SP1752,2,69,Yes,5,2,43.0
SP8978,8,45,No,4,5,38.0
SP6723,2,85,Yes,8,4,66.0
SP1282,2,46,No,6,6,24.0
SP6860,3,96,Yes,7,6,75.0
SP5717,5,53,No,9,5,38.0
SP3918,6,70,Yes,7,7,61.0
SP6226,3,54,Yes,4,4,32.0
SP4458,8,41,Yes,9,1,36.0
SP6271,9,96,Yes,5,8,96.0
SP9657,7,85,Yes,9,7,80.0
SP6120,6,54,Yes,8,1,42.0
SP5143,2,92,Yes,6,6,70.0
SP4581,2,81,Yes,9,2,57.0
SP2540,9,81,Yes,7,9,82.0
SP4782,4,59,No,4,6,41.0
SP4277,5,43,Yes,6,8,32.0
SP2624,5,50,Yes,5,2,34.0
SP3069,6,56,Yes,6,4,46.0
SP784,2,91,Yes,7,7,70.0
SP8203,9,44,Yes,4,4,39.0
SP5551,5,43,No,6,0,30.0
SP9479,2,89,No,8,1,66.0
SP1125,5,51,No,7,1,32.0
SP5163,9,95,Yes,5,9,95.0
SP5275,6,60,Yes,9,6,48.0
SP6002,3,81,No,9,9,63.0
SP7949,1,65,Yes,4,1,37.0
SP6660,6,55,No,9,7,45.0
SP3739,4,89,No,4,4,72.0
SP4616,9,40,Yes,8,9,39.0
SP7136,1,92,Yes,7,7,69.0
SP8805,6,57,Yes,4,9,46.0
SP7286,8,70,No,8,5,61.0
SP7391,7,92,Yes,8,1,82.0
SP3857,8,75,No,7,0,69.0
SP979,5,75,No,9,6,66.0
SP5202,8,94,Yes,6,5,90.0
SP4117,6,65,Yes,8,4,53.0
SP771,1,69,No,6,6,40.0
SP552,4,91,Yes,4,3,74.0
SP4901,6,51,Yes,4,0,38.0
SP2694,6,86,Yes,7,9,79.0
SP46,3,69,Yes,9,4,50.0
SP9315,7,85,No,8,8,78.0
SP2870,3,83,Yes,4,8,63.0
SP7200,1,97,Yes,4,1,70.0
SP94,4,51,Yes,9,0,36.0
SP8305,5,50,Yes,9,8,42.0
SP4401,2,60,No,8,5,38.0
SP50,2,67,Yes,6,6,44.0
SP5135,3,94,Yes,7,5,74.0
SP1914,6,91,Yes,5,3,78.0
SP1279,3,76,Yes,4,3,54.0
SP5033,7,74,Yes,4,2,66.0
SP1349,2,51,No,4,0,30.0
SP3188,3,56,Yes,7,9,34.0
SP9215,8,64,No,6,2,56.0
SP7888,3,97,Yes,5,1,77.0
SP3600,7,61,No,8,0,53.0
SP8986,3,77,Yes,9,6,60.0
SP3915,2,73,No,8,9,52.0
SP3231,5,49,Yes,8,1,34.0
SP2855,1,67,Yes,7,7,41.0
SP3935,6,93,Yes,7,4,79.0
SP9781,9,92,Yes,4,5,92.0
SP8999,1,73,Yes,4,2,48.0
SP9146,5,79,Yes,7,3,65.0
SP8490,2,60,Yes,4,6,34.0
SP6696,2,51,Yes,9,7,30.0
SP1327,9,72,Yes,6,8,73.0
SP8788,1,97,No,4,3,67.0
SP7660,1,99,No,7,5,76.0
SP3555,4,63,Yes,7,6,48.0
SP2583,7,57,No,8,2,46.0
SP3620,5,52,Yes,4,6,36.0
SP1429,7,91,No,8,2,84.0
SP6042,9,71,Yes,8,4,68.0
SP8889,6,77,Yes,8,4,61.0
SP5594,8,57,No,5,4,53.0
SP6390,3,58,Yes,4,5,30.0
SP7627,6,86,Yes,4,8,75.0
SP3285,6,52,Yes,8,4,44.0
SP5568,2,92,Yes,6,8,73.0
SP3504,7,47,Yes,9,6,36.0
SP4909,8,40,No,8,7,34.0
SP9481,1,93,Yes,9,2,66.0
SP6207,4,45,Yes,7,4,25.0
SP2477,6,57,No,7,6,48.0
SP8687,4,67,No,6,8,47.0
SP1749,9,40,Yes,4,4,35.0
SP3083,7,63,No,6,5,55.0
SP1836,5,80,Yes,4,6,65.0
SP4084,5,41,Yes,9,6,29.0
SP1400,1,86,No,7,4,60.0
SP4525,7,81,No,8,1,72.0
SP7936,6,61,Yes,4,3,52.0
SP6867,3,79,No,6,0,58.0
SP3486,9,87,No,6,4,85.0
SP3012,9,82,Yes,7,8,83.0
SP7251,4,66,No,8,0,47.0
SP1848,6,90,No,4,0,77.0
SP428,3,89,Yes,8,8,65.0
SP1402,3,62,Yes,4,8,43.0
SP613,1,99,Yes,7,3,77.0
SP7709,2,94,No,6,0,70.0
SP6900,2,81,Yes,8,5,60.0
SP2707,5,98,Yes,7,9,83.0
SP7917,6,80,Yes,8,4,70.0
SP5050,7,78,No,4,1,64.0
SP9156,3,53,Yes,6,8,33.0
SP5053,3,46,No,5,4,21.0
SP273,4,49,Yes,6,7,32.0
SP5262,1,77,Yes,4,1,48.0
SP8082,2,60,Yes,5,4,33.0
SP9288,1,76,No,9,7,51.0
SP6699,9,80,Yes,6,4,78.0
SP8748,5,74,No,6,0,58.0
SP7896,8,87,Yes,4,2,77.0
SP1669,6,86,No,7,7,75.0
SP7079,1,48,Yes,5,3,18.0
SP6240,2,84,Yes,7,6,65.0
SP482,2,71,Yes,8,4,50.0
SP9012,2,99,Yes,6,3,81.0
SP6663,6,75,Yes,7,0,63.0
SP6988,2,61,Yes,8,2,40.0
SP7285,5,43,No,4,8,30.0
SP1773,3,81,No,6,6,60.0
SP8745,7,42,No,7,9,36.0
SP778,2,48,Yes,5,6,22.0
SP8884,8,58,Yes,7,4,56.0
SP9207,7,69,No,7,0,60.0
SP3822,9,85,Yes,8,1,81.0
SP7098,6,91,No,4,8,79.0
SP8272,2,53,No,6,5,30.0
SP332,3,77,Yes,5,1,54.0
SP9822,5,75,Yes,6,7,60.0
SP9197,3,98,Yes,7,8,81.0
SP5471,9,85,Yes,5,0,82.0
SP8189,6,44,No,9,8,35.0
SP7724,8,88,Yes,7,3,85.0
SP9721,3,88,Yes,5,6,73.0
SP1176,6,59,Yes,6,6,48.0
SP1863,5,44,No,6,4,29.0
SP5030,7,56,Yes,7,5,45.0
SP9685,9,56,No,6,6,52.0
SP2263,4,44,No,8,8,34.0
SP3260,5,84,No,5,3,66.0
SP1046,8,95,Yes,8,3,89.0
SP6206,8,82,Yes,6,2,79.0
SP8459,7,50,No,5,6,42.0
SP7445,5,87,Yes,8,0,72.0
SP7290,7,44,No,6,7,38.0
SP7761,9,90,No,5,9,87.0
SP1451,6,97,No,9,1,86.0
SP297,1,92,Yes,9,7,69.0
SP2996,1,71,Yes,5,6,45.0
SP6105,4,98,No,7,5,78.0
SP8485,2,89,No,9,6,68.0
SP6740,4,96,Yes,7,8,72.0
SP8498,8,75,No,7,4,68.0
SP9775,9,88,No,9,6,84.0
SP6803,6,90,No,7,9,77.0
SP5800,4,68,No,7,4,52.0
SP4820,5,41,Yes,8,6,26.0
SP7224,9,49,No,6,4,47.0
SP5420,4,89,Yes,5,0,69.0
SP5273,2,91,Yes,5,2,66.0
SP2380,1,49,Yes,4,2,23.0
SP6732,1,86,No,9,0,59.0
SP345,9,58,No,7,0,58.0
SP601,2,54,Yes,4,1,31.0
SP549,2,84,No,7,4,61.0
SP4090,4,75,No,5,9,61.0
SP7191,3,52,No,7,4,33.0
SP6654,8,68,No,5,1,60.0
SP7435,3,83,Yes,7,5,61.0
SP7567,7,68,Yes,4,9,60.0
SP7550,5,46,No,6,2,32.0
SP2095,5,79,Yes,9,1,68.0
SP2954,1,62,Yes,8,6,40.0
SP9262,5,68,Yes,4,1,54.0
SP8912,2,80,No,6,0,56.0
SP8810,5,40,Yes,8,5,28.0
SP8760,1,72,No,5,9,46.0
SP1224,8,69,No,8,2,65.0
SP492,2,86,No,7,7,63.0
SP1254,4,66,Yes,9,9,53.0
SP4477,3,77,No,6,0,59.0
SP3443,4,95,Yes,8,3,81.0
SP7043,4,67,Yes,4,8,46.0
SP639,9,77,Yes,8,7,76.0
SP3986,4,79,No,6,6,61.0
SP7715,5,42,No,6,2,26.0
SP3788,7,93,Yes,7,8,88.0
SP1919,8,70,No,5,2,63.0
SP6347,1,81,Yes,8,8,56.0
SP9913,7,47,No,5,5,39.0
SP8678,1,54,Yes,5,6,26.0
SP5385,4,63,Yes,5,4,46.0
SP528,7,64,Yes,9,3,54.0
SP4319,8,66,Yes,4,4,64.0
SP9911,2,95,No,7,7,71.0
SP5361,6,76,No,9,9,66.0
SP8031,4,41,Yes,5,9,24.0
SP833,2,53,No,4,2,28.0
SP9281,9,71,Yes,9,5,71.0
SP9585,9,52,Yes,8,7,49.0
